24;Деймон Сэнд;ж;Дорнийцы;Сир;Божья Благодать, Дорн, Вестерос;61;True;8;145
25;Калеотт;м;Дорнийцы;Мейстер;Неизвестно;38;False;7;442
26;Йорик V Айронвуд;ж;Неизвестно;Король ДорнийцевЛорд Айронвуда;Королевская Гробница;30;False;11;148
27;Эдгар Айронвуд;м;Дорнийцы;Лорд АйронвудаСтраж Каменного пути;Айронвуд;57;False;6;148
28;Лорд Блэкмонт;м;Дорнийцы;Лорд Блэкмонта;Блэкмонт, Дорн, Вестерос;52;True;4;150
29;Вориан Дейн;ж;Дорнийцы;Король БыстроводнойЛорд Звездопада;Звездопад, Дорн, Вестерос;27;False;11;153
30;Давос Дейн;м;Дорнийцы;СирМеч Зари;Звездопад, Дорн, Вестерос;30;True;5;153
31;Джоффри Дейн;м;Дорнийцы;Сир;Звездопад, Дорн, Вестерос;65;False;8;153
32;Дианна Дейн;ж;Дорнийцы;Леди;Звездопад, Дорн, Вестерос;52;False;13;153
33;Берик Дейн;м;Дорнийцы;Лорд Звездопада;Звездопад, Дорн, Вестерос;47;True;8;153
34;Артур Дейн;м;Дорнийцы;СирМеч Зари;Звездопад, Дорн, Вестерос;27;False;9;153
35;Ашара Дейн;м;Дорнийцы;Нет;Неизвестно;31;False;10;153
36;Вилла;ж;Дорнийцы;Нет;Дорн;33;True;8;969
37;Альбин Манвуди;м;Неизвестно;КорольЛорд Королевской Гробницы;Королевская Гробница;25;True;3;157
38;Гаррисон Фаулер;м;Дорнийцы;Король Камня и НебаЛорд Широкого Пути;Поднебесье, Дорн, Вестерос;12;True;1;160
39;Дэзиель Дальт;ж;Дорнийцы;СирРыцарь Лимонной Рощи;Лимонная Роща;22;True;1;152
40;Арон Сантагар;ж;Дорнийцы;СирМастер над оружием;Пятнистый лес, Дорн;67;False;1;158
41;Люцифер Драйленд;ж;Андалы;Нет;Дорн, Вестерос;53;False;1;155
42;Борос Блаунт;м;Неизвестно;Сир;Королевские земли, Вестерос;79;False;3;82
43;Лотор Брюн;ж;Андалы;Сир;Бурая лощина, Мыс Раздвоенный Коготь, Королевские земли;32;False;0;83
44;Гвейн Гонт;м;Андалы;Сир;Королевские земли, Вестерос;72;True;1;84
45;Саймон Гонт;ж;Андалы;Лорд;Королевские земли, Вестерос;38;False;1;84
46;Осмунд Кеттлблэк;ж;Неизвестно;Сир;Королевские земли, Вестерос;49;False;8;85
47;Джереми Риккер;м;Неизвестно;СирРазведчик;Сумеречный Дол, Королевские земли;45;True;3;86
48;Джайлс Росби;м;Андалы;Лорд Росби;Росби, Королевские земли;75;False;1;87
49;Джанос Слинт;ж;Неизвестно;Лорд Харренхола (ранее)Командующий Городским дозором (ранее);Королевская Гавань, Королевские земли, Вестерос;48;True;2;88
50;Лоллис Стокворт;ж;Андалы;Нет;Стокворт, Королевские земли, Вестерос;72;False;11;89
51;Танда Стокворт;м;Андалы;Леди Стокворта;Неизвестно;72;False;1;89
52;Фалиса Стокворт;ж;Андалы;Нет;Стокворт, Королевские земли, Вестерос;76;False;1;89
53;Аллистер Торн;м;Неизвестно;Нет;Неизвестно;68;True;13;91
54;Кварлтон Челстед;ж;Андалы;ДесницаЛорд;Королевские земли, Вестерос;59;True;1;92
55;Киван Бар-Эммон;м;Андалы;Сир;Острый Мыс, Королевские земли, Вестерос;31;False;1;93
56;Тереза Бар-Эммон;м;Неизвестно;Нет;Неизвестно;25;True;5;93
57;Петир Бар-Эммон;м;Андалы;Сир;Острый Мыс, Королевские земли, Вестерос;14;False;1;93
58;Корлис Веларион;м;Валирийцы;Лорд ПриливовВладыка Дрифтмарка;Дрифтмарк, Королевские земли, Вестерос;66;True;1;94
59;Лейна Веларион;м;Валирийцы;Нет;Дрифтмарк, Черноводный залив, Королевские земли, Вестерос;17;True;1;94
60;Лейнор Веларион;м;Валирийцы;Сир;Дрифтмарк, Черноводный залив, Королевские земли, Вестерос;69;False;1;94
61;Веймонд Веларион;ж;Валирийцы;Сир;Дрифтмарк, Черноводный залив, Королевские земли, Вестерос;52;True;3;94
62;Деймон Веларион;м;Валирийцы;Лорд ПриливовЛорд-адмирал;Дрифтмарк, Королевские земли, Вестерос;21;True;1;94
63;Эдвелл Селтигар;ж;Валирийцы;Лорд КлешняДесница Мастер над монетой;Клешня, Королевские земли, Вестерос;15;False;4;95
64;Эйнар Таргариен;ж;Валирийцы;Драконий лордЛорд Драконьего Камня;Валирия, Эссос;24;False;8;96
65;Дейнис Таргариен;м;Валирийцы;Нет;Валирия, Эссос;53;False;7;96
66;Эйгон I Таргариен;м;Валирийцы;Лорд Драконьего КамняКороль Андалов и Первых людейЛорд Семи КоролевствЗащитник Государства;Драконий Камень;24;True;13;96
67;Висенья Таргариен;м;Валирийцы;Королева;Драконий Камень, Королевские земли, Вестерос;47;True;6;96
68;Рейнис Таргариен;ж;Валирийцы;Принцесса;Красный замок, Королевская Гавань, Королевские земли, Вестерос;25;False;1;96
69;Эйнис I Таргариен;ж;Валирийцы;Король Андалов и Первых ЛюдейЛорд Семи Королевств Защитник Государства;Драконий Камень, Королевские земли, Вестерос;72;True;10;96
70;Мейгор I Таргариен;ж;Валирийцы;Король Андалов и Первых Людей, Лорд Семи Королевств, Защитник Государства;Драконий Камень, Королевские земли, Вестерос;10;True;4;96
71;Эйгон Таргариен (сын Эйниса);м;Валирийцы;Принц;Красный замок, Королевская Гавань, Королевские земли, Вестерос;54;True;2;571
72;Рейна Таргариен;ж;Валирийцы;Леди;Пентос;50;False;1;96
73;Джейхейрис I Таргариен;ж;Валирийцы;Король андалов, ройнаров и Первых людейЛорд Семи КоролевствЗащитник Государства;Красный замок, Королевская Гавань, Вестерос;73;True;1;96
74;Алисанна Таргариен;ж;Валирийцы;Королева;Красный замок, Королевская Гавань, Королевские земли, Вестерос;73;False;1;96
75;Визерис I Таргариен;ж;Валирийцы;Король андалов, ройнаров и первых людейЛорд Семи КоролевствЗащитник государства;Красный замок, Королевская Гавань, Королевские земли;10;True;1;96
76;Рейнира Таргариен;м;Валирийцы;Принцесса Драконьего Камня;Королевская Гавань, Королевские земли, Вестерос;74;False;1;96
77;Деймон Таргариен;ж;Валирийцы;ПринцМастер над законами (ранее, при Визерисе I)Мастер над монетой (ранее, при Визерисе I)Командующий Городской стражей Королевской Гавани;Неизвестно;34;True;1;96
78;Джекейрис Веларион;м;Валирийцы;Принц;Неизвестно;31;True;1;94
79;Люцерис Веларион;ж;Валирийцы;Принц;Неизвестно;79;True;1;94
80;Джоффри Веларион;м;Валирийцы;Принц;Драконий Камень, Королевские земли, Вестерос;52;False;1;94
81;Эйгон III Таграриен;м;Неизвестно;Нет;Неизвестно;35;True;8;812
82;Визерис II Таргариен;м;Валирийцы;Король Андалов и Первых Людей, Лорд Семи Королевств, Защитник Государства;Драконий Камень, Королевские земли, Вестерос;27;False;1;96
83;Рейнис Таргариен;ж;Валирийцы;Принцесса;Красный замок, Королевская Гавань, Королевские земли, Вестерос;71;True;1;96
84;Алисанта Хайтауэр;ж;Неизвестно;Нет;Неизвестно;44;True;10;144
85;Эйгон II Таграриен;м;Неизвестно;Нет;Неизвестно;38;True;7;261
86;Хелейна Таргариен;ж;Валирийцы;Принцесса;Красный замок, Королевские земли, Вестерос;16;False;1;96
87;Джейхейрис Таргариен (сын Эйгона II);ж;Валирийцы;Принц;Красный замок, Королевские земли, Вестерос;44;False;4;366
88;Джейхейра Таргариен;м;Валирийцы;Королева;Красный замок, Королевская Гавань, Королевские земли;64;False;0;96
89;Мейлор Таргариен;ж;Валирийцы;Принц;Красный замок, Королевские земли, Вестерос;17;True;3;96
90;Дейрон I Таргариен;ж;Валирийцы;Король Андалов и Первых людей, Лорд Семи Королевств, Защитник Королевства;Красный замок, Королевская Гавань, Королевские земли;14;True;1;96
91;Бейлор I Таргариен;ж;Валирийцы;Король Андалов и Первых Людей, Лорд Семи Королевств, Защитник Государства;Красный замок, Королевская Гавань, Королевские земли;59;False;1;96
92;Нейрис Таргариен;м;Валирийцы;Королева;Красный замок, Королевская Гавань, Королевские земли, Вестерос;42;False;1;96
93;Дейна Таргариен;м;Валирийцы;Королева;Красный замок, Королевская Гавань, Королевские земли;37;False;1;96
94;Элейна Таргариен;м;Валирийцы;Принцесса;Красный замок, Королевская Гавань, Королевские земли;32;False;1;96
95;Эйлинор Таргариен;м;Валирийцы;Королева;Красный замок, Королевская Гавань, Королевские земли, Вестерос;16;True;8;96
96;Рейгел Таргариен;м;Валирийцы;Принц;Красный замок, Королевская Гавань, Королевские земли;52;True;1;96
97;Дункан Таргариен;м;Валирийцы;Принц Драконьего Камня;Красный замок, Королевская Гавань, Королевские земли;36;True;1;96
98;Рейгар Таргариен;м;Валирийцы;Принц Драконьего Камня;Королевская Гавань, Королевские земли, Вестерос;43;True;1;96
99;Дрого;м;Дотракийцы;Кхал;Ваес Дотрак, Дотракийское море;22;True;6;788
100;Дейнерис Таргариен;м;Валирийцы;"Королева Андалов, Ройнаров и Первых ЛюдейЗащитница Семи КоролевствМатерь драконовКхалиси Великого 
 травяного моряРазрушительница цепейЛеди Драконьего КамняКоролева Миэрина (ранее)";Драконий Камень, Королевские земли, Вестерос;23;True;1;96
101;Деймон Блэкфайр;м;Валирийцы;Нет;Красный замок, Королевская Гавань, Королевские земли;16;True;6;97
102;Серена Блэкфайр;ж;Неизвестно;Нет;Королевские земли, Вестерос;26;True;5;97
103;Эйгон Блэкфайр;ж;Неизвестно;Нет;Красный замок, Королевская Гавань, Королевские земли;49;True;7;97
104;Эймон Блэкфайр;ж;Неизвестно;Нет;Красный замок, Королевская Гавань, Королевские земли;53;False;2;97
105;Деймон II Блэкфайр;ж;Неизвестно;Нет;Красный замок, Королевская Гавань, Королевские земли;23;False;12;97
106;Хейгон Блэкфайр;ж;Валирийцы;Нет;Королевские земли;20;True;1;97
107;Мейлис Блэкфайр;ж;Неизвестно;Нет;Неизвестно;30;False;13;97
108;Стеффон Дарклин;ж;Андалы;Сир;Сумеречный Дол, Королевские земли, Вестерос;78;True;1;98
109;Денис Дарклин;м;Андалы;Лорд Сумеречного ДолаСир;Сумеречный Дол, Королевские земли, Вестерос;14;True;1;98
110;Серала Дарклин;ж;Неизвестно;Леди Сумеречного Дола;Мир, Эссос;77;False;1;98
111;Аррик Каргилл;м;Андалы;Сир;Королевские земли, Вестерос;22;False;1;99
112;Эррик Каргилл;м;Андалы;Сир;Королевские земли, Вестерос;64;True;1;99
113;Саймон Холлард;ж;Андалы;Сир;Королевские земли, Вестерос;16;True;1;100
114;Донтос Холлард;ж;Неизвестно;Сир;Неизвестно;67;False;10;100
115;Доррен Старк;м;Северяне;Король Севера;Винтерфелл, Север, Вестерос;77;True;2;1
116;Джон Старк;ж;Северяне;Король СевераЛорд Винтерфелла;Винтерфелл, Север;45;True;2;1
117;Рикард Старк;м;Северяне;Лорд Винтерфелла, Хранитель Севера, Верховный Лорд Севера;Винтерфелл, Север, Вестерос;28;False;2;1
118;Теон Старк;м;Северяне;Король Севера;Винтерфелл, Север, Вестерос;33;False;2;1
119;Родрик Старк;м;Северяне;Король Севера;Винтерфелл, Север, Вестерос;62;True;2;1
120;Карлон Старк;ж;Северяне;Лорд Кархолда;Винтерфелл, Север, Вестерос;79;True;5;1
121;Озрик Старк;м;Северяне;Лорд-командующий Ночным дозором;Винтерфелл, Север, Вестерос;38;False;2;1
122;Торрхен Старк;м;Первые люди (до З. Э.)Северяне (от З. Э.;Верховный лорд СевераХранитель СевераЛорд ВинтерфеллаКороль Севера (ранее);Винтерфелл, Север, Вестерос;79;True;2;1
123;Криган Старк;ж;Северяне;Лорд ВинтерфеллаХранитель Севера;Винтерфелл, Север, Вестерос;13;True;2;1
124;Бран Старк;м;Северяне;Король Андалов и Первых ЛюдейЛорд Шести КоролевствЗащитник ГосударстваПринц (ранее)И. о. лорда Винтерфелла (ранее);Винтерфелл, Север, Вестерос;73;False;2;1
125;Джон Сноу;м;Валирийцы (по отцу)Северяне (по матери);Хранитель Севера (ранее)Король Севера (ранее) Лорд-командующий Ночного дозора (ранее);Башня Радости, Дорн, Вестерос;67;True;2;1
126;Лианна Страк;м;Неизвестно;Нет;Неизвестно;56;True;7;903
127;Эддард Старк;м;Северяне;Лорд ВинтерфеллаДесница короляХранитель СевераВерховный Лорд Севера;Винтерфелл, Север, Вестерос;76;True;2;1
128;Талиса Старк;м;Неизвестно;Нет;Волантис, Эссос;62;False;4;1
129;Робб Старк;м;Северяне;Король СевераЛорд Винтерфелла;Винтерфелл, Север, Вестерос;15;True;2;1
130;Кейтилин Старк;ж;Андалы;Леди;Риверран, Речные земли, Вестерос;23;True;1;1
131;Рикон Старк;м;Северяне;Принц;Винтерфелл, Север, Вестерос;22;False;2;1
132;Бенджен Старк;ж;Северяне;Первый разведчик;Винтерфелл, Север, Вестерос;44;True;2;1
133;Робетт Гловер;ж;Неизвестно;Лорд Темнолесья;Неизвестно;40;False;10;6
134;Галбарт Гловер;ж;Северяне;Лорд Темнолесья;Темнолесье, Север, Вестерос;12;True;2;6
135;Сибелла Гловер;ж;Северяне;Нет;Старый замок, Север, Вестерос;28;False;2;6
136;Гавен Гловер;ж;Северяне;Нет;Темнолесье, Север, Вестерос;22;False;2;6
137;Эрена Гловер;м;Северяне;Нет;Темнолесье, Север, Вестерос;77;True;2;6
138;Итан Гловер;ж;Северяне;Нет;Темнолесье, Север, Вестерос;60;True;2;6
139;Барбри Дастин;ж;Северяне;Леди Барроутона;Родники;76;True;2;3
140;Марлин Дормунд;м;Северяне;Лорд;Неизвестно;45;False;2;22
141;Виман Мандерли;ж;Андалы;Лорд Белой Гавани;Неизвестно;38;False;1;4
142;Вендел Мандерли;м;Неизвестно;Сир;Белая гавань, Север, Вестерос;57;True;1;4
143;Хоуленд Рид;м;Неизвестно;Лорд Сероводного Дозора;Неизвестно;36;False;5;86
144;Мира Рид;м;Болотные жители;Нет;Сероводный Дозор, Север, Вестерос;19;False;2;86
145;Жойен Рид;м;Болотные жители;Нет;Сероводный Дозор, Север, Вестерос;45;False;2;86
146;Меджер Сервин;ж;Северяне;Лорды Сервина;Замок Сервин, Север, Вестерос;52;True;2;7
147;Клей Сервин;м;Северяне;Лорд замка Сервин, Север, Вестерос;Неизвестно;61;True;2;7
148;Вивиан Сервин;м;Северяне;Леди Замка Сервин;Неизвестно;13;False;2;7
149;Катрина Амбер;ж;Северяне;Нет;Замок Сервин, Север, Вестерос;50;True;2;10
150;Клеос Сервин;ж;Северяне;Лорд Замка Сервин;Замок Сервин, Север, Вестерос;64;False;2;7
151;Тирек Толхарт;м;Северяне;Лорд Торрхенова Удела;Торрхенов Удел, Север, Вестерос;46;True;2;14
152;Петра Толхарт;ж;Северяне;Леди Торрхенова Удела;Север, Вестерос;25;True;2;14
153;Холлис Амбер;ж;Северяне;Леди Последнего Очага;Торрхенов Удел, Север, Вестерос;45;True;2;10
154;Родрик Флинт;м;Северяне;Лорд-командующий Ночного дозора;Вдовий Дозор, Север, Вестерос;72;False;2;5
155;Кэтрин Хорнвуд;м;Неизвестно;Нет;Неизвестно;52;True;4;15
156;Артур Гленмор;м;Неизвестно;Нет;Неизвестно;50;False;5;23
157;Элейна Гленмор;ж;Неизвестно;Нет;Неизвестно;37;False;8;23
158;Микон Гринлиф;м;Северяне;Нет;Последний Очаг, Север, Вестерос;32;False;2;17
159;Родрик Кассель;ж;Северяне;СирМастер над оружием в ВинтерфеллеКастелян Винтерфелла;Винтерфелл, Север, Вестерос;62;True;2;18
160;Джори Кассель;ж;Северяне;Капитан стражи дома Старков;Винтерфелл;35;False;11;18
161;Боуэн Марш;м;Болотные жители;Первый стюард;Перешеек, Север, Вестерос;71;False;2;147
162;Лорд Мейзин;м;Северяне;Лорд;Север, Вестерос;22;True;2;19
163;Халлис Моллен;м;Северяне;Капитан стражи;Винтерфелл, Север, Вестерос;67;True;6;20
164;Вейон Пуль;м;Северяне;Нет;Север, Вестерос;25;False;2;16
165;Джейни Пуль;ж;Неизвестно;Нет;Винтерфелл;77;True;12;16
166;Ладд Уайтхилл;м;Неизвестно;Лорд Вершины;Неизвестно;35;False;8;26
167;Карл Уайтхилл;м;Неизвестно;Нет;Неизвестно;68;True;3;26
168;Эбберт Уайтхилл;м;Неизвестно;Нет;Неизвестно;14;False;6;26
169;Торрхен Уайтхилл;м;Неизвестно;Лорд Вершины (зависит от принятых решений);Неизвестно;47;True;3;26
170;Грифф Уайтхилл;м;Неизвестно;Нет;Неизвестно;47;False;6;26
171;Гвин Уайтхилл;м;Неизвестно;Леди;Неизвестно;79;True;5;26
172;Грегор Форрестер;м;Неизвестно;Лорд;Неизвестно;71;False;10;21
173;Элисса Форрестер;ж;Неизвестно;Леди;Неизвестно;66;False;9;21
174;Родрик Форрестер;ж;Неизвестно;Лорд;Неизвестно;58;True;10;21
175;Мира Форрестер;м;Неизвестно;Нет;Неизвестно;14;True;11;21
176;Ашер Форрестер;м;Неизвестно;Нет;Неизвестно;76;True;3;21
177;Итан Форрестер;ж;Неизвестно;Нет;Неизвестно;22;True;12;21
178;Талия Форрестер;ж;Неизвестно;Нет;Неизвестно;31;True;11;21
179;Райан Форрестер;м;Неизвестно;Нет;Неизвестно;77;True;8;21
180;Герхард Форрестер;ж;Неизвестно;Нет;Неизвестно;30;False;5;21
181;Седрик Форрестер;м;Неизвестно;Нет;Неизвестно;49;True;3;21
182;Торрен Форрестер;ж;Неизвестно;Нет;Неизвестно;76;True;5;21
183;Большой Джон Амбер;ж;Северяне;Лорд Последнего Очага;Последний Очаг, Север, Вестерос;20;False;2;10
184;Маленький Джон Амбер;ж;Северяне;Лорд Последнего Очага;Последний Очаг, Север, Вестерос;40;True;2;10
185;Нед Амбер;м;Северяне;Лорд Последнего Очага;Последний Очаг, Север;67;False;2;10
186;Русе Болтон;ж;Северяне;Лорд ДредфортаХранитель Севера (после смерти Робба Старка)Верховный Лорд Севера (после смерти Робба Старка);Дредфорт, Север, Вестерос;47;True;2;2
187;Уолда Болтон;ж;Андалы;Леди ДредфортаЛеди Винтерфелла;Близнецы, Речные земли, Вестерос;66;False;1;2
188;Рамси Болтон;м;Северяне;Лорд Дредфорта Лорд ВинтерфеллаХранитель СевераВерховный лорд СевераКастелян Дредфорта (ранее);Дредфорт, Север, Вестерос;20;False;2;2
189;Ройс IV Болтон;м;Северяне;Красный король;Дредфорт, Север, Вестерос;10;False;2;2
190;Рогар Болтон;ж;Северяне;Лорд ДредфортаКрасный король (ранее);Дредфорт, Север, Вестерос;57;False;2;2
191;Миранда;ж;Северяне;Нет;Неизвестно;59;False;13;508
192;Вайолет;м;Северяне;Нет;Дредфорт, Север, Вестерос;15;False;2;580
193;Танси;ж;Неизвестно;Нет;Неизвестно;72;False;9;480
194;Мучитель;м;Северяне;Нет;Дредфорт, Север, Вестерос;19;True;2;505
195;Уолкан;ж;Неизвестно;Мейстер;Неизвестно;70;False;2;646
196;Рикард Карстарк;ж;Северяне;Лорд Кархолда;Кархолд, Север, Вестерос;78;True;2;8
197;Харрион Карстарк;м;Северяне;Нет;Кархолд, Север, Вестерос;18;False;2;8
198;Торрхен Карстарк;м;Северяне;Нет;Кархолд, Север, Вестерос;48;True;2;8
199;Алис Карстарк;ж;Северяне;Леди Кархолда;Кархолд, Север;54;True;2;8
200;Берик Карстарк;м;Северяне;Лорд Кархолда;Кархолд, Север, Вестерос;62;True;2;8
201;Мара Карстарк;ж;Северяне, Вестерос;Леди Кархолда;Неизвестно;64;True;2;8
202;Томмард Карстарк;ж;Северяне;Лорд Кархолда;Кархолд, Север, Вестерос;31;True;2;8
203;Реган Карстарк;ж;Северяне;Леди Кархолда;Последний Очаг, Север, Вестерос;39;True;2;8
204;Беррикан Карстарк;м;Северяне;Нет;Кархолд, Север, Вестерос;46;False;9;8
205;Утор Карстарк;ж;Северяне;Нет;Кархолд, Север, Вестерос;45;True;2;8
206;Петир Карстарк;м;Северяне;Нет;Кархолд, Север, Вестерос;11;False;2;8
207;Джон Карстарк;м;Северяне;Нет;Кархолд, Север, Вестерос;10;True;2;8
208;Лоренс Карстарк;ж;Северяне;Нет;Кархолд, Север, Вестерос;43;False;2;8
209;Карлон Карстарк;м;Неизвестно;Нет;Неизвестно;47;True;11;8
210;Джиор Мормонт;ж;Северяне;Лорд-командующий Ночного дозораЛорд Медвежьего острова (ранее);Медвежий остров, Север, Вестерос;30;True;2;9
211;Джорах Мормонт;м;Северяне;Лорд Медвежьего острова (ранее)Сир;Медвежий остров, Север, Вестерос;14;False;2;9
212;Мейдж Мормонт;м;Северяне;Леди Медвежьего острова;Медвежий остров, Север;22;True;2;9
213;Лианна Мормонт;ж;Северяне;Леди Медвежьего острова;Медвежий остров, Север, Вестерос;79;False;2;9
214;Хостер Талли;м;Андалы;Лорд РиверранаВерховный лорд Трезубца;Риверран, Речные земли, Вестерос;29;False;1;34
215;Миниса Талли;ж;Андалы;Леди;Харренхол, Речные земли, Вестерос;40;False;1;34
216;Эдмур Талли;м;Андалы;Лорд РиверранаВерховный Лорд Трезубца;Риверран, Речные земли, Вестерос;64;False;1;34
217;Рослин Талли;м;Андалы;Нет;Близнецы, Речные земли, Вестерос;47;False;1;34
218;Бринден Талли;ж;Андалы;Сир;Риверран, Речные земли, Вестерос;56;True;1;34
219;Аксель Талли;м;Неизвестно;Лорд Риверрана;Речные земли;20;False;7;34
220;Эдмин Талли;м;Неизвестно;Верховный Лорд ТрезубцаЛорд Риверрана;Неизвестно;49;False;4;34
221;Уиллем Блэквуд;ж;Первые люди;Нет;Рэйвентри, Речные земли, Вестерос;80;True;2;35
222;Джонос Бракен;ж;Андалы;Лорд Стоунхеджа;Стоунхедж, Речные земли;71;False;1;36
223;Уиллис Бракен;ж;Андалы;Сир;Стоунхедж, Речные земли;17;True;1;36
224;Бетани Бракен;ж;Андалы;Нет;Стоунхедж, Речные земли;59;True;1;36
225;Джейсон Маллистер;ж;Андалы;Лорд Сигарда;Сигард, Речные земли, Вестерос;67;True;1;37
226;Джеффори Маллистер;м;Андалы;Нет;Сигард;57;True;1;37
227;Денис Маллистер;ж;Андалы;Сир;Сигард, Речные земли, Вестерос;59;False;1;37
228;Джереми Маллистер;м;Неизвестно;Сир;Сигард, Речные земли, Вестерос;18;False;1;37
229;Теомар Смоллвуд;ж;Андалы;Лорд Желудей;Неизвестно;78;True;6;39
230;Уолдер Фрей;м;Андалы;Лорд Переправы;Близнецы, Речные земли, Вестерос;56;False;1;40
231;Китти Фрей;м;Андалы;Леди;Неизвестно;64;True;1;40
232;Стеврон Фрей;ж;Андалы;Сир;Близнецы, Речные земли, Вестерос;62;False;1;40
233;Лотар Фрей;ж;Андалы;Нет;Близнецы, Речные земли, Вестерос;46;False;1;40
234;Оливар Фрей;м;Андалы;Нет;Близнецы, Речные земли, Вестерос;36;True;1;40
235;Уолдрон Фрей;м;Андалы;Нет;Близнецы, Речные земли, Вестерос;45;False;1;40
236;Уиллем Фрей;м;Андалы;Сир;Близнецы, Речные земли, Вестерос;42;False;8;40
237;Арвин Фрей;ж;Андалы;Нет;Близнецы, Речные земли, Вестерос;13;False;1;40
238;Дерва Фрей;м;Андалы;Нет;Близнецы, Речные земли, Вестерос;78;False;1;40
239;Уолдра Фрей;м;Андалы;Нет;Близнецы, Речные земли, Вестерос;72;True;1;40
240;Ширея Фрей;м;Андалы;Нет;Близнецы, Речные земли, Вестерос;72;False;1;40
241;Жанея Фрей;ж;Андалы;Нет;Близнецы, Речные земли, Вестерос;62;False;1;40
242;Нейела Фрей;ж;Андалы;Нет;Близнецы, Речные земли, Вестерос;46;True;1;40
243;Марианна Фрей;ж;Неизвестно;Нет;Неизвестно;47;True;5;40
244;Мерри Фрей;м;Андалы;Нет;Близнецы, Речные земли, Вестерос;67;False;1;40
245;Сарра Фрей;м;Андалы;Нет;Близнецы, Речные земли, Вестерос;44;False;1;40
246;Серра Фрей;м;Андалы;Нет;Близнецы, Речные земли, Вестерос;11;False;1;40
247;Фрея Фрей;ж;Андалы;Нет;Близнецы, Речные земли, Вестерос;18;False;1;40
248;Уиллис Уод;м;Неизвестно;Нет;Неизвестно;64;False;11;41
249;Маша Хеддль;м;Андалы;Нет;Речные земли, Вестерос;33;True;1;42
250;Жойез Эренфорд;ж;Неизвестно;Леди;Неизвестно;77;False;0;44
251;Петир Бейлиш;м;Андалы;Верховный Лорд Трезубца (юридически)Лорд замка БейлишейЛорд Харренхола (номинально)Мастер над монетой (ранее)Лорд-протектор Долины Аррен;Замок Бейлишей, Персты, Долина Аррен;31;False;1;45
252;Рос;ж;Неизвестно;Нет;Неизвестно;41;False;10;139
253;Оливер;ж;Неизвестно;Нет;Королевская Гавань, Королевские земли, Вестерос;22;True;3;197
254;Лотор Брюн;ж;Андалы;Сир;Бурая лощина, Мыс Раздвоенный Коготь, Королевские земли;31;True;2;83
255;Мэйген;м;Неизвестно;Нет;Королевская Гавань, Королевские земли;74;False;10;429
256;Армека;ж;Неизвестно;Нет;Блошиное Дно, Королевская Гавань, Королевские земли, Вестерос;52;True;3;553
257;Кайла;ж;Неизвестно;Нет;Неизвестно;58;False;7;923
258;Дженна;м;Неизвестно;Нет;Неизвестно;47;False;13;321
259;Дейзи;ж;Неизвестно;Нет;Хэйстак Холл, Штормовые земли, Вестерос;57;True;0;649
260;Марея;ж;Неизвестно;Нет;Неизвестно;59;False;1;326
261;Мирелль;ж;Неизвестно;Нет;Неизвестно;68;False;1;186
